adsID,title,price,area,num_bed,num_bath,floor,image,address,date,typeAss,typeAss_Fmt,typeNoti,direct,streetCode,street,districtCode,district,provinceCode,province,wardCode,ward,prjCode,prj,lat,lpn,user_id
Ads_00_612093,Rose Town - 79 Ngọc Hồi. Chỉ từ 280tr sở hữu ngay căn hộ 2PN. nhận nhà trước TẾT Nguyên Đán,1400,52,2,2,,https://img.landber.com/3b3b1a2c-1d14-42c7-affd-4633a8de9934.jpg.s1,"Rose Town, Ngọc Hồi, Hoàng Mai, Hà Nội",20200928,1,Bán căn hộ chung cư,0,0,478,Ngọc Hồi,8,Hoàng Mai,HN,Hà Nội,,,3222,Rose Town,20.9565887451172,105.844886779785,User_651952
Ads_00_611338,Bán suất ngoại giao chung cư ia20 Ciputra giá 16.8tr + chênh 80tr 0382276666,1545.6,92,3,2,,https://img.landber.com/eaaecc8b-1ebd-4ce0-a590-968ed0a53308.jpg.s1,"Phạm Văn Đồng, Xã Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",20201004,1,Bán căn hộ chung cư,0,7,1433,Phạm Văn Đồng,718,Bắc Từ Liêm,HN,Hà Nội,11371,Đông Ngạc,,,21.08495529868482,105.78847143445654,User_305215
Ads_02_11523125,"Chung cư IA20 Ciputra, giá 16.6tr/m2 + chênh 60tr. 038.227.6666",1720,100,,,,https://img.landber.com/2018/08/99/0/31/20180831002149-c803_wm.jpg.s1,IA20 Ciputra - Quận Bắc Từ Liêm - Hà Nội,20201004,1,Bán căn hộ chung cư,0,-1,1433,Phạm Văn Đồng,718,Bắc Từ Liêm,HN,Hà Nội,11371,Đông Ngạc,2848,IA20 Ciputra,21.0919170379639,105.785003662109,User_305215
Ads_00_612108,Chung cư mini Phố Huế Hai Bà Trưng hơn 800tr ở ngay đủ đồ,800,45,1,1,,https://img.landber.com/de4e9aa9-faab-4a6e-9ffb-b0a1e7903b4d.jpg.s1,"50, Đê Trần Khát Chân, Phường Phố Huế, Quận Hai Bà Trưng, Hà Nội",20201003,1,Bán căn hộ chung cư,0,0,524,Đê Trần Khát Chân,4,Hai Bà Trưng,HN,Hà Nội,86,Phố Huế,,,21.00969831071941,105.85399375980222,User_617362
Ads_00_612094,"Bán gấp căn 3PN 103m2, tầng 10 CC Mỹ Sơn 62 Nguyễn Huy Tưởng, cửa Đông Bắc, giá 2.268 tỷ",2200,103,3,2,,https://img.landber.com/873ae581-4ff6-48c0-83fa-1dd2c902b20a.jpg.s1,"Mỹ Sơn Tower, Nguyễn Huy Tưởng, Thanh Xuân, Hà Nội",20200929,1,Bán căn hộ chung cư,0,0,315,Nguyễn Huy Tưởng,5,Thanh Xuân,HN,Hà Nội,,,1062,Mỹ Sơn Tower,20.9993877410889,105.807266235352,User_652947
Ads_00_612090,"Chính chủ, cần tiền bán gấp căn hộ 3 phòng ngủ, chung cư 52 Lĩnh Nam, Hoàng Mai, HN!",-1,115,3,2,,https://img.landber.com/363798b4-b1f2-4181-8c7d-4c46135e4f57.jpg,"Lilama 52 Lĩnh Nam, Hoàng Mai, Hà Nội",20200928,1,Bán căn hộ chung cư,0,0,,,8,Hoàng Mai,HN,Hà Nội,,,65,Lilama 52 Lĩnh Nam,20.9889888763428,105.864898681641,User_302132
Ads_00_611915,"Còn 1 căn hộ 76m2 cuối cùng dự án D’.El Dorado 2, sắp nhận nhà.",4250,76,2,1,,https://img.landber.com/d7da642b-fbc4-4020-9705-90b628d0d670.jpeg.s1,"298, Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội",20200923,1,Bán căn hộ chung cư,0,8,7021,Võ Chí Công,6,Tây Hồ,HN,Hà Nội,9373,Xuân La,,,21.070706843301576,105.80966133170948,User_642364
Ads_01_22781701,"Đầu tư căn hộ Hồ Tây D' EL Dorado, chính sách mới siêu tốt. Liên hệ chọn căn 0913100783",1600,34,1,1,,https://img.landber.com/2019/10/01/0/02/20191001154129-9307_wm.jpg.s1,"Dự án D' EL Dorado, đường Nguyễn Hoàng Tôn, Phường Xuân La, Tây Hồ, Hà Nội",20200923,1,Bán căn hộ chung cư,0,-1,653,Nguyễn Hoàng Tôn,6,Tây Hồ,HN,Hà Nội,9373,Xuân La,2666,D' EL Dorado,21.069709777832,105.811210632324,User_642364
Ads_01_25589654,Chung cư mini Đội Cấn cạnh hồ đầm tròn 45 - 50m2 full nội thất giá rẻ ở ngay,1050,50,2,1,,https://img.landber.com/2020/07/01/0/08/20200526170739-9c85_wm.jpg.s1,"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",20200708,1,Bán căn hộ chung cư,0,-1,72,Đội Cấn,2,Ba Đình,HN,Hà Nội,61,Đội Cấn,,,21.0349161,105.8253805,User_617362
Ads_03_6872485,BÁN CĂN CHUNG CƯ TÒA RICHLAND XUÂN THỦY CẦU GIẤY-LÔ GÓC-125M2-GIÁ THƯƠNG LƯỢNG.,3500,123,3,,,https://landber.com/images/no-image.png,"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",20201004,1,Bán căn hộ chung cư,0,-1,602,Xuân Thủy,7,Cầu Giấy,HN,Hà Nội,9446,Dịch Vọng Hậu,290,Richland Southern,21.0360927581787,105.783302307129,
Ads_03_6970503,"Bán căn chung cư nội thất siêu đẹp, 98m2, GOLDSILK, Vạn Phúc, Hà Đông 2.5 tỷ",2500,98,2,,1,https://landber.com/images/no-image.png,"Đường Chu Văn An, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",20201004,1,Bán căn hộ chung cư,0,-1,802,Chu Văn An,15,Hà Đông,HN,Hà Nội,9557,Vạn Phúc,2162,GoldSilk Complex,20.9784393310547,105.772644042969,
Ads_03_5810917,"Bán gấp căn hộ CC phố Võ Thị Sáu, dt 400m, tầng thượng, giá 6.5 tỷ.",6500,400,4,,1,https://img.landber.com/2020/02/03/0/24/05810917-3917-ban-can-ho-chung-cu-ha-noi-gia-re.jpg.s1,"Phố Võ Thị Sáu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",20201004,1,Bán căn hộ chung cư,0,-1,,,4,Hai Bà Trưng,HN,Hà Nội,90,Thanh Nhàn,,,21.0055109,105.8562193,
Ads_03_1983326,Chung cư IA20 Ciputra Nam Thăng Long giá 16.6tr/m2,1826,110,,,,https://img.landber.com/2019/03/99/0/17/20170418_052955_1983326_0.jpg.s1,"Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội",20201004,1,Bán căn hộ chung cư,0,-1,7021,Võ Chí Công,6,Tây Hồ,HN,Hà Nội,9373,Xuân La,2,Ciputra Hà Nội,21.072135925293,105.810997009277,
Ads_03_6337248,"Bán căn hộ phố Đội Cấn, CC cán bộ cấp cao tòa mới nhất. Tặng toàn bộ nội thất",2900,73,2,,2,https://landber.com/images/no-image.png,"Phố Đội cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",20201004,1,Bán căn hộ chung cư,0,-1,,,2,Ba Đình,HN,Hà Nội,61,Đội Cấn,,,21.0351799,105.8271253,
Ads_03_6956898,"Bán căn hộ tầng thấp, chung cư Nguyễn Lương Bằng. 100m2 2PN",3250,100,2,,,https://landber.com/images/no-image.png,"Phố Nguyễn Lương Bằng, Phường Quang Trung, Quận Đống Đa, Hà Nội",20201004,1,Bán căn hộ chung cư,0,-1,,,3,Đống Đa,HN,Hà Nội,33,Quang Trung,,,21.0117531,105.8271535,
Ads_03_6631062,92m2 3PN. Bàn giao nguyên bản. IA20 Ciputra. Tầng 8. Suất ngoại giao,2254,92,3,,8,https://landber.com/images/no-image.png,"Đường Võ Chí Công, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",20201004,1,Bán căn hộ chung cư,0,-1,,,718,Bắc Từ Liêm,HN,Hà Nội,11371,Đông Ngạc,,,21.0895351,105.7864095,
Ads_03_5140429,"Bán CC Mini cao cấp 197m2*7 tầng 50 phòng KK  Full NT, tại Triều Khúc Thanh Xuân Giá 19 tỷ",19000,197,50,,7,https://img.landber.com/2019/09/03/0/25/20190923_105109_5140429_0.jpg.s1,"Đường Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,307,Triều Khúc,5,Thanh Xuân,HN,Hà Nội,9335,Thanh Xuân Nam,,,20.987411,105.7992652,
Ads_03_6861172,"Bán gấp căn chung cư cao cấp Giang Biên,tầng 8 thoáng đẹp, 72m2,1,8 tỷ chủ tặng full ĐỒ.",1800,70,2,,,https://landber.com/images/no-image.png,"Phố Kẻ Tạnh, Phường Giang Biên, Quận Long Biên, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,,,9,Long Biên,HN,Hà Nội,9390,Giang Biên,,,21.0663995,105.9196401,
Ads_03_6974407,"Bán chung cư JSC34 Lê Văn Lương, Khuất Duy Tiến,diện tích 89m2, giá 1 tỷ 850 triệu",1850,89,2,,18,https://landber.com/images/no-image.png,"Đường Lê Văn Lương, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,314,Lê Văn Lương,5,Thanh Xuân,HN,Hà Nội,9335,Thanh Xuân Nam,,,20.987411,105.7992652,
Ads_03_6569607,"Bán chung cư lô góc HH2 Bắc Hà,15 Tố Hữu 103m2, giá 2 Tỷ 300 triệu",2300,103,2,,26,https://landber.com/images/no-image.png,"Đường Tố Hữu, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,3151,Tố Hữu,5,Thanh Xuân,HN,Hà Nội,9332,Thanh Xuân Bắc,,,20.9934937,105.7992356,
Ads_03_6753833,"Bán chung cư mini phố Khương Đình, 45m2 gồm 2PN, 1WC,giá 680triệu",680,45,2,,8,https://landber.com/images/no-image.png,"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,333,Khương Đình,5,Thanh Xuân,HN,Hà Nội,9328,Khương Đình,,,20.9883425,105.8203447,
Ads_03_6709555,"Bán căn lô góc Chung cư Vũ Tông Phan, Thanh Xuân, 48m2, 2PN,1WC giá 820triệu",820,48,2,,9,https://landber.com/images/no-image.png,"Phố Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,,,5,Thanh Xuân,HN,Hà Nội,9328,Khương Đình,,,20.9883425,105.8203447,
Ads_03_6824535,"Chung cư Hạ Đình full nội thất,ở ngay giá 1 tỷ 850 triệu",1850,90,2,,13,https://landber.com/images/no-image.png,"Phố Hạ Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,,,5,Thanh Xuân,HN,Hà Nội,9326,Hạ Đình,,,20.9906336,105.8087254,
Ads_03_6805435,"Chung cư 54 Hạ Đình, full nội thất, 105m2, gồm 3PN, 2WC, giá 2 tỷ 250 triệu",2250,105,3,,13,https://landber.com/images/no-image.png,"Phố Hạ Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,,,5,Thanh Xuân,HN,Hà Nội,9326,Hạ Đình,,,20.9906336,105.8087254,
Ads_03_7003532,"Bán gấp Chung cư 54 Hạ Đình lô góc, 2ban công thoáng mát,106m2 gồm 3PN, 2WC,giá 2 tỷ 2",2200,106,3,,13,https://landber.com/images/no-image.png,"Phố Hạ Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,,,5,Thanh Xuân,HN,Hà Nội,9326,Hạ Đình,,,20.9906336,105.8087254,
Ads_03_6826947,"Bán chung cư Hạ Đình Tower,115m2, 3PN, 2WC,full nội thất,ở ngay giá 2 tỷ 450 triệu",2450,115,3,,21,https://landber.com/images/no-image.png,"Phố Hạ Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,,,5,Thanh Xuân,HN,Hà Nội,9326,Hạ Đình,,,20.9906336,105.8087254,
Ads_03_5801849,"Bán chung cư Hạ Đình Tower,Thanh Xuân 100m2, 3PN, 2WC,giá 2 tỷ",2000,100,3,,21,https://img.landber.com/2020/02/03/0/20/0ban-chung-cu-143-ha-dinh-thanh-xuan-97m2-3pn-2wc-gia-2-ty-1.jpg.s1,"Phố Hạ Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,,,5,Thanh Xuân,HN,Hà Nội,9326,Hạ Đình,,,20.9906336,105.8087254,
Ads_03_6310220,"Chính chủ bán căn hộ tầng 6 thang máy nhà T9, CT18 Happy house KĐT Việt Hưng Giá 1 tỷ 45.",1450,75,2,,,https://landber.com/images/no-image.png,"Đường Nguyễn Cao Luyện, Phường Việt Hưng, Quận Long Biên, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,277,Nguyễn Cao Luyện,9,Long Biên,HN,Hà Nội,9416,Việt Hưng,51,Việt Hưng,21.0626907348633,105.908332824707,
Ads_03_5967263,"Bán chung cư KĐT Nghĩa Đô, sát đô thị Tây Hồ Tây, 57m2, đủ nội thất, 2.45 tỷ.",2450,57,2,,1,https://landber.com/images/no-image.png,"Đường Nguyễn Văn Huyên, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,648,Nguyễn Văn Huyên,718,Bắc Từ Liêm,HN,Hà Nội,12114,Xuân Tảo,,,21.0628965,105.7953773,
Ads_03_7019620,Căn góc 80.48m2 dự án The Park Home c22 Trần Thái Tông,3000,80,2,,6,https://landber.com/images/no-image.png,"Phố Trần Thái Tông, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",20201003,1,Bán căn hộ chung cư,0,7,,,7,Cầu Giấy,HN,Hà Nội,9446,Dịch Vọng Hậu,,,21.0353974,105.7852507,
Ads_03_4504293,"Cần bán gấp tòa chung cư mini gần khu CN Bắc Thăng Long, 9 tầng chỉ 15 tỷ.",15000,228,58,,9,https://img.landber.com/2019/05/03/0/31/20190530_080610_4504293_0.jpg.s1,"Xã Kim Chung, Huyện Đông Anh, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,,,10,Đông Anh,HN,Hà Nội,9937,Kim Chung,,,21.1326718,105.7761527,
Ads_03_7034098,"Bán căn hộ 97m2 3PN tại chung cư Nam Đô, giá rẻ 2.5 tỷ!",2500,97,3,,8,https://landber.com/images/no-image.png,"Đường Trương Định, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,461,Trương Định,8,Hoàng Mai,HN,Hà Nội,9524,Thịnh Liệt,491,Nam Đô Complex,20.9797115325928,105.844833374023,
Ads_03_6802110,"BÁN GẤP Chung cư  Ng Văn Trỗi Q.Hoàng Mai-CHỈ 9,5tỷ - 70m2*7Tầng- thang máy-doanh thu 50Tr",9500,70,11,,7,https://landber.com/images/no-image.png,"38 Đường Nguyễn Văn Trỗi, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,341,Nguyễn Văn Trỗi,5,Thanh Xuân,HN,Hà Nội,9330,Phương Liệt,,,20.9915554,105.8378997,
Ads_03_5402535,"Bán gấp căn hộ tập thể phố Kim Đồng 60m2, vị trí đẹp, ở luôn, giá 1.15 tỷ.",1150,60,2,,1,https://img.landber.com/2020/03/03/0/29/05402535-4544-ban-can-ho-chung-cu-quan-hoang-mai.jpg.s1,"Phố Kim Đồng, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,,,8,Hoàng Mai,HN,Hà Nội,9517,Tân Mai,,,20.9827254,105.8495272,
Ads_03_7040987,"Bán căn hộ S1.05 tầng 10, căn góc 63m2, 2,2 tỷ Dự án Vinhomes Smart City",2250,63,2,,6,https://landber.com/images/no-image.png,"Đường Đại Lộ Thăng Long, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,5687,Đại lộ Thăng Long,14,Nam Từ Liêm,HN,Hà Nội,11370,Đại Mỗ,,,20.9979426,105.7630848,
Ads_03_6069159,"Bán chung cư  89 Tôn Đức Thắng ở ngay, có nội thất 35 – 50m2",700,47,2,,7,https://img.landber.com/2020/04/03/0/24/0ban-chung-cu-89-ton-duc-thang-o-ngay-co-noi-that-35-50m2.jpg.s1,"Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",20201003,1,Bán căn hộ chung cư,0,5,,,3,Đống Đa,HN,Hà Nội,23,Hàng Bột,,,21.0225168,105.8319238,
Ads_03_7049436,"Bán căn hộ Mai Dịch - Cầu Diễn gần ĐH Thương Mại từ 30-45m, full đồ giá cực rẻ",530,30,1,,5,https://landber.com/images/no-image.png,"36 Đường Cầu Diễn, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,629,Cầu Diễn,718,Bắc Từ Liêm,HN,Hà Nội,12113,Phúc Diễn,,,21.0488878,105.7521845,
Ads_03_6049351,Bán căn hộ mini Chính Chủ 198 Xã Đàn – Đống Đa ở ngay từ hơn 600tr/căn,860,39,1,,7,https://img.landber.com/2020/04/03/0/18/0ban-can-ho-mini-chinh-chu-198-xa-dan-dong-da-o-ngay-tu-hon-600tr-can.jpg.s1,"Phố Xã Đàn, Phường Phương Liên, Quận Đống Đa, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,,,3,Đống Đa,HN,Hà Nội,31,Phương Liên,,,21.0112711,105.8368683,
Ads_03_7050620,Cần bán chung cư N07B1 ngay cạnh cầu giấy 133m2 chia 3 ngủ phong thủy rất đẹp,4260,133,3,,12,https://landber.com/images/no-image.png,"Đường Thành Thái, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,1171,Thành Thái,7,Cầu Giấy,HN,Hà Nội,17,Dịch Vọng,,,21.0343173,105.7931566,
Ads_03_7050811,Cần bán chung cư Dimaond Flower lê văn lương 174m2 chia 3 ngủ nội thất rất đẹp,5600,174,3,,29,https://landber.com/images/no-image.png,"Đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,314,Lê Văn Lương,5,Thanh Xuân,HN,Hà Nội,9329,Nhân Chính,,,21.0024684,105.8037498,
Ads_03_6925044,"Chính chủ bán căn hộ 67m2 2PN, 2WC, đã có nội thất 1.5 tỷ - ĐÃ CÓ SỔ",1500,67,2,,25,https://landber.com/images/no-image.png,"vĩnh tân Xã Vĩnh Ngọc, Huyện Đông Anh, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,,,10,Đông Anh,HN,Hà Nội,9965,Vĩnh Ngọc,,,21.1108642,105.8260847,
Ads_03_7053114,Tôi cần bán căn Penthouse Ecolife Quận Tây Hồ 220m2_7.43 tỷ_Chỉ 34.7tr/m2,7480,220,3,,3,https://landber.com/images/no-image.png,"Nguyễn Văn Huyên Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,781,Xuân La,6,Tây Hồ,HN,Hà Nội,9373,Xuân La,,,21.0605323,105.8052491,
Ads_03_7053182,Mở Bán Trực Tiếp Căn Hộ CT02 Bến Xe Nam Thăng Long - Xuân Đỉnh. Diện tích 30-50m2,700,42,2,,8,https://landber.com/images/no-image.png,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",20201003,1,Bán căn hộ chung cư,0,1,628,Xuân Đỉnh,718,Bắc Từ Liêm,HN,Hà Nội,11382,Xuân Đỉnh,,,21.0733776,105.7894777,
Ads_03_5719440,Bán Chung Cư Hoàng Cầu - Hào Nam - Đống Đa. Nội Thất Đầy Đủ. Về Ở Ngay. Giá Rẻ,630,44,2,,5,https://img.landber.com/2020/02/03/0/03/05719440-0559-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg.s1,"86 Phố Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",20201003,1,Bán căn hộ chung cư,0,8,,,3,Đống Đa,HN,Hà Nội,,,499,Tập thể Hào Nam,21.0264377593994,105.825706481934,
Ads_03_7053856,Cần bán gấp chung cư mỹ sơn 103m2 chia 3 ngủ giá rất hợp lý luôn ạ,2268,103,3,,10,https://landber.com/images/no-image.png,"Phố Nguyễn Huy Tưởng, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,,,5,Thanh Xuân,HN,Hà Nội,9329,Nhân Chính,,,21.0024684,105.8037498,
Ads_03_7053902,Cần bán chung cư Golden west Residence 94m2 chia 2 ngủ full nội thất cao cấp,2800,94,2,,15,https://landber.com/images/no-image.png,"Đường Lê Văn Thiêm, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,325,Lê Văn Thiêm,5,Thanh Xuân,HN,Hà Nội,9329,Nhân Chính,1271,Golden West,21.0020389556885,105.801666259766,
Ads_03_6814164,"Nhận đặt chỗ và bán suất ngoại giao toà nhà N01B, K35 Tân Mai!",2204,76,2,,30,https://landber.com/images/no-image.png,"Phố Tân Mai, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,,,8,Hoàng Mai,HN,Hà Nội,9529,Tương Mai,,,20.9874161,105.8495164,
Ads_03_6857373,Bán CC HÒA PHÁT 257 Giải Phóng - Hà Nôi,3000,108,3,,1,https://landber.com/images/no-image.png,"Đường Giải Phóng, Phường Phương Mai, Quận Đống Đa, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,310,Giải Phóng,3,Đống Đa,HN,Hà Nội,32,Phương Mai,,,21.0031646,105.8379106,
Ads_03_6131632,Chủ bán căn hộ Mandarin Hòa Phát Trung Hòa Nhân Chính Cầu Giấy đẹp nhất tòa,6144,128,3,,16,https://img.landber.com/2020/05/03/0/16/06131632-0952-ban-can-ho-chung-cu-ha-noi-gia-re.jpg.s1,"Đường Hoàng Minh Giám, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",20201003,1,Bán căn hộ chung cư,0,6,322,Hoàng Minh Giám,7,Cầu Giấy,HN,Hà Nội,9448,Trung Hòa,612,Mandarin Garden,21.0044841766357,105.798629760742,
Ads_03_5295559,Cần bán giá rẻ căn penthouse CT4 Vimeco Nguyễn Chánh vị trí đẹp,8400,280,5,,,https://img.landber.com/2019/10/03/0/18/20191017_110126_5295559_0.jpg.s1,"Đường Nguyễn Chánh, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",20201003,1,Bán căn hộ chung cư,0,5,2408,Nguyễn Chánh,7,Cầu Giấy,HN,Hà Nội,9448,Trung Hòa,,,21.0090938,105.8010247,
Ads_03_5295583,"Bán chung cư N04 Hoàng Đạo Thúy, DT 134 M2 vị trí đẹp nhất khu",-1,134,3,,12,https://img.landber.com/2019/10/03/0/18/20191017_110825_5295583_0.jpg.s1,"Đường Hoàng Đạo Thúy, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,311,Hoàng Đạo Thúy,7,Cầu Giấy,HN,Hà Nội,9448,Trung Hòa,,,21.0090938,105.8010247,
Ads_03_5406411,Bán căn hộ chung cư N05 Trung Hòa Nhân Chính DT 152 M2 tầng 11,4636,152,3,,11,https://img.landber.com/2020/02/03/0/03/05406411-4258-ban-can-ho-chung-cu-ha-noi.jpg.s1,"Đường Hoàng Đạo Thúy, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",20201003,1,Bán căn hộ chung cư,0,5,311,Hoàng Đạo Thúy,7,Cầu Giấy,HN,Hà Nội,9448,Trung Hòa,,,21.0090938,105.8010247,
Ads_03_4871469,"Bán hoặc cho thuê căn hộ chung cư tầng 29 Diamond Flower Tower, S 173 M2, LH 0988569695",6228,173,3,,29,https://img.landber.com/2019/08/03/0/04/20190804_043704_4871469_0.jpg.s1,"Đường Hoàng Đạo Thúy, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",20201003,1,Bán căn hộ chung cư,0,5,311,Hoàng Đạo Thúy,7,Cầu Giấy,HN,Hà Nội,9448,Trung Hòa,,,21.0090938,105.8010247,
Ads_03_5791470,Bán chung cư N04 Hoàng Đạo Thuý S125 m2 vị trí đẹp bán gấp giá tốt,4437.5,125,3,,,https://img.landber.com/2020/02/03/0/19/05791470-3906-ban-can-ho-chung-cu-quan-cau-giay-gia-re.jpg.s1,"Đường Hoàng Đạo Thúy, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",20201003,1,Bán căn hộ chung cư,0,7,311,Hoàng Đạo Thúy,7,Cầu Giấy,HN,Hà Nội,9448,Trung Hòa,,,21.0090938,105.8010247,
Ads_03_5791341,Bán chung cư Hapulico Vũ Trọng Phụng Thanh Xuân 142M2,4189,142,3,,18,https://img.landber.com/2020/02/03/0/19/05791341-2544-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg.s1,"Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",20201003,1,Bán căn hộ chung cư,0,7,2227,Vũ Trọng Phụng,5,Thanh Xuân,HN,Hà Nội,9339,Thanh Xuân Trung,,,20.9956498,105.8057749,
Ads_03_5791399,Bán chung cư CT4 Vimeco Nguyễn Chánh Cầu Giấy tầng 21/39,3500,101,3,,21,https://img.landber.com/2020/02/03/0/19/05791399-3125-ban-can-ho-chung-cu-quan-cau-giay.jpg.s1,"Đường Nguyễn Chánh, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",20201003,1,Bán căn hộ chung cư,0,5,2408,Nguyễn Chánh,7,Cầu Giấy,HN,Hà Nội,9448,Trung Hòa,2427,CT4 Vimeco II,21.0089626312256,105.793128967285,
Ads_03_6774762,CHUNG CƯ MINI HOÀNG HOA THÁM BA ĐÌNH DIỆN TÍCH 60M2 GIÁ 1.35 TỶ.,1350,60,2,,1,https://landber.com/images/no-image.png,"Đường Hoàng Hoa Thám, Phường Đội Cấn, Quận Ba Đình, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,792,Hoàng Hoa Thám,2,Ba Đình,HN,Hà Nội,61,Đội Cấn,,,21.0351799,105.8271253,
Ads_03_5635492,Bán căn 2PN-3PN giá tốt nhất Sài Đồng-Long Biên chiết khấu 14%-vay lãi 0%  đến hết 2020,2000,91,3,,12,https://img.landber.com/2020/02/03/0/06/05635492-4228-ban-can-ho-chung-cu-quan-long-bien-chinh-chu.jpg.s1,"Phố Huỳnh Văn Nghệ, Phường Sài Đồng, Quận Long Biên, Hà Nội",20201003,1,Bán căn hộ chung cư,0,7,,,9,Long Biên,HN,Hà Nội,9408,Sài Đồng,,,21.0342835,105.9142408,
Ads_03_4400388,QŨY CĂN GIÁ RẺ IMPERIA SKY GARDEN View Sông Hồng 2-3PN,2400,79,3,,10,https://img.landber.com/2019/05/03/0/11/20190511_111112_4400388_0.jpg.s1,"423 Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",20201003,1,Bán căn hộ chung cư,0,-1,340,Minh Khai,4,Hai Bà Trưng,HN,Hà Nội,,,947,Hòa Bình Green City,21.00026512146,105.869934082031,
